index,Customer ID,Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_Segment,Segment
2071,15229.0,222,1,160.5,1,1,1,11,Inactive
2072,15231.0,257,1,250.26,1,1,1,11,Inactive
2073,15233.0,37,1,59.400000000000006,3,1,1,31,Need Attention
2074,15235.0,5,6,690.3000000000001,5,5,3,55,Most Valuable Customers
2075,15240.0,10,7,2753.41,5,5,5,55,Most Valuable Customers
2076,15241.0,66,3,1293.72,3,3,4,33,Need Attention
2077,15242.0,58,1,302.04,3,1,2,31,Need Attention
2078,15243.0,71,1,610.6,3,1,3,31,Need Attention
2079,15244.0,302,1,280.51,1,1,2,11,Inactive
2080,15245.0,38,5,2095.0,3,4,4,34,Loyal Customers
2081,15246.0,191,1,266.25,1,1,2,11,Inactive
2082,15247.0,113,2,620.06,2,3,3,23,Need Attention
2083,15248.0,47,3,1893.93,3,3,4,33,Need Attention
2084,15249.0,66,5,2577.54,3,4,5,34,Loyal Customers
2085,15250.0,276,1,60.0,1,1,1,11,Inactive
2086,15251.0,50,10,9839.55,3,5,5,35,Loyal Customers
2087,15252.0,57,3,1362.63,3,3,4,33,Need Attention
2088,15253.0,39,3,1136.89,3,3,4,33,Need Attention
2089,15254.0,182,2,787.99,1,3,3,13,At Risk
2090,15255.0,32,8,2838.57,4,5,5,45,Loyal Customers
2091,15256.0,197,1,71.95,1,1,1,11,Inactive
2092,15257.0,50,1,368.75,3,1,2,31,Need Attention
2093,15259.0,148,4,1182.3799999999999,2,4,4,24,At Risk
2094,15260.0,8,20,7377.46,5,5,5,55,Most Valuable Customers
2095,15261.0,17,3,1253.18,4,3,4,43,Potential Loyal Customers
2096,15262.0,16,2,239.87,4,3,1,43,Potential Loyal Customers
2097,15264.0,166,1,454.66,2,1,2,21,Need Attention
2098,15265.0,240,2,1839.52,1,3,4,13,At Risk
2099,15266.0,15,4,732.91,5,4,3,54,Most Valuable Customers
2100,15268.0,114,3,961.9000000000001,2,3,3,23,Need Attention
2101,15269.0,16,2,816.56,4,3,3,43,Potential Loyal Customers
2102,15270.0,36,14,6145.37,4,5,5,45,Loyal Customers
2103,15271.0,1,10,2202.4700000000003,5,5,5,55,Most Valuable Customers
2104,15272.0,86,4,1363.54,2,4,4,24,At Risk
2105,15273.0,235,1,228.96,1,1,1,11,Inactive
2106,15276.0,30,3,514.22,4,3,3,43,Potential Loyal Customers
2107,15277.0,61,1,220.44,3,1,1,31,Need Attention
2108,15278.0,197,4,496.15999999999997,1,4,2,14,At Risk
2109,15279.0,16,4,1290.03,4,4,4,44,Loyal Customers
2110,15280.0,124,2,293.09999999999997,2,3,2,23,Need Attention
2111,15281.0,14,7,6211.42,5,5,5,55,Most Valuable Customers
2112,15282.0,206,1,348.59,1,1,2,11,Inactive
2113,15283.0,26,3,148.33,4,3,1,43,Potential Loyal Customers
2114,15284.0,136,1,24.75,2,1,1,21,Need Attention
2115,15285.0,43,1,94.92,3,1,1,31,Need Attention
2116,15287.0,15,3,369.34000000000003,5,3,2,53,Potential Loyal Customers
2117,15288.0,1,6,1576.6100000000001,5,5,4,55,Most Valuable Customers
2118,15289.0,94,2,653.3100000000001,2,3,3,23,Need Attention
2119,15290.0,29,8,2553.06,4,5,5,45,Loyal Customers
2120,15291.0,9,26,9178.26,5,5,5,55,Most Valuable Customers
2121,15293.0,301,1,247.5,1,1,1,11,Inactive
2122,15294.0,46,1,233.35,3,1,1,31,Need Attention
2123,15295.0,290,1,217.23999999999998,1,1,1,11,Inactive
2124,15296.0,56,6,6669.97,3,5,5,35,Loyal Customers
2125,15298.0,2,12,4659.47,5,5,5,55,Most Valuable Customers
2126,15299.0,8,6,3484.5299999999997,5,5,5,55,Most Valuable Customers
2127,15301.0,4,6,2533.09,5,5,5,55,Most Valuable Customers
2128,15302.0,366,1,308.0,1,1,2,11,Inactive
2129,15303.0,201,2,650.16,1,3,3,13,At Risk
2130,15304.0,4,2,225.15,5,3,1,53,Potential Loyal Customers
2131,15305.0,191,1,93.6,1,1,1,11,Inactive
2132,15306.0,136,6,2310.38,2,5,5,25,At Risk
2133,15309.0,246,4,797.96,1,4,3,14,At Risk
2134,15310.0,114,1,1634.64,2,1,4,21,Need Attention
2135,15311.0,1,121,56003.26,5,5,5,55,Most Valuable Customers
2136,15312.0,19,8,2005.3400000000001,4,5,4,45,Loyal Customers
2137,15314.0,49,2,492.47999999999996,3,3,2,33,Need Attention
2138,15317.0,313,1,129.75,1,1,1,11,Inactive
2139,15321.0,73,9,3961.42,2,5,5,25,At Risk
2140,15322.0,112,1,711.18,2,1,3,21,Need Attention
2141,15323.0,198,3,434.6,1,3,2,13,At Risk
2142,15324.0,337,1,140.22000000000003,1,1,1,11,Inactive
2143,15325.0,31,7,1439.72,4,5,4,45,Loyal Customers
2144,15326.0,245,4,1388.81,1,4,4,14,At Risk
2145,15328.0,43,1,107.24,3,1,1,31,Need Attention
2146,15329.0,10,8,1934.63,5,5,4,55,Most Valuable Customers
2147,15331.0,135,3,767.91,2,3,3,23,Need Attention
2148,15332.0,2,6,4892.68,5,5,5,55,Most Valuable Customers
2149,15336.0,37,1,240.5,3,1,1,31,Need Attention
2150,15337.0,47,1,373.02,3,1,2,31,Need Attention
2151,15338.0,313,1,283.43,1,1,2,11,Inactive
2152,15339.0,57,5,1253.77,3,4,4,34,Loyal Customers
2153,15340.0,197,1,105.5,1,1,1,11,Inactive
2154,15341.0,85,1,382.2,2,1,2,21,Need Attention
2155,15346.0,61,2,343.7,3,3,2,33,Need Attention
2156,15347.0,2,4,1162.0,5,4,4,54,Most Valuable Customers
2157,15350.0,9,2,547.6,5,3,3,53,Potential Loyal Customers
2158,15351.0,5,4,1778.18,5,4,4,54,Most Valuable Customers
2159,15352.0,184,1,114.95,1,1,1,11,Inactive
2160,15353.0,3,6,2398.93,5,5,5,55,Most Valuable Customers
2161,15354.0,239,3,284.4,1,3,2,13,At Risk
2162,15356.0,4,4,698.45,5,4,3,54,Most Valuable Customers
2163,15358.0,1,22,8703.210000000001,5,5,5,55,Most Valuable Customers
2164,15359.0,298,8,181.35,1,5,1,15,At Risk
2165,15361.0,162,3,270.15000000000003,2,3,2,23,Need Attention
2166,15362.0,84,2,613.08,2,3,3,23,Need Attention
2167,15363.0,8,2,678.11,5,3,3,53,Potential Loyal Customers
2168,15365.0,39,6,2242.81,3,5,5,35,Loyal Customers
2169,15366.0,45,5,1786.57,3,4,4,34,Loyal Customers
2170,15367.0,54,7,3203.74,3,5,5,35,Loyal Customers
2171,15368.0,30,1,275.8,4,1,2,41,Promising Customers
2172,15369.0,128,11,6251.26,2,5,5,25,At Risk
2173,15370.0,46,1,1352.96,3,1,4,31,Need Attention
2174,15371.0,298,1,59.400000000000006,1,1,1,11,Inactive
2175,15372.0,86,7,4009.66,2,5,5,25,At Risk
2176,15373.0,7,6,1005.48,5,5,4,55,Most Valuable Customers
2177,15374.0,260,1,139.32,1,1,1,11,Inactive
2178,15375.0,326,1,60.959999999999994,1,1,1,11,Inactive
2179,15377.0,18,4,1211.75,4,4,4,44,Loyal Customers
2180,15378.0,98,2,246.5,2,3,1,23,Need Attention
2181,15379.0,36,1,1174.55,4,1,4,41,Promising Customers
2182,15380.0,1,7,1788.8,5,5,4,55,Most Valuable Customers
2183,15381.0,59,3,1293.72,3,3,4,33,Need Attention
2184,15382.0,10,6,7777.84,5,5,5,55,Most Valuable Customers
2185,15384.0,17,2,1385.38,4,3,4,43,Potential Loyal Customers
2186,15385.0,28,2,625.2,4,3,3,43,Potential Loyal Customers
2187,15387.0,128,1,468.65,2,1,2,21,Need Attention
2188,15389.0,36,4,2233.8,4,4,5,44,Loyal Customers
2189,15390.0,32,2,1216.66,4,3,4,43,Potential Loyal Customers
2190,15391.0,220,1,289.87,1,1,2,11,Inactive
2191,15392.0,10,3,1376.0900000000001,5,3,4,53,Potential Loyal Customers
2192,15393.0,203,3,659.48,1,3,3,13,At Risk
2193,15394.0,31,7,3103.26,4,5,5,45,Loyal Customers
2194,15396.0,219,1,508.20000000000005,1,1,3,11,Inactive
2195,15400.0,56,3,586.1,3,3,3,33,Need Attention
2196,15401.0,88,2,216.95000000000002,2,3,1,23,Need Attention
2197,15402.0,23,4,1203.77,4,4,4,44,Loyal Customers
2198,15403.0,127,2,170.88,2,3,1,23,Need Attention
2199,15404.0,11,1,257.06,5,1,2,51,New Customers
2200,15405.0,212,1,310.74,1,1,2,11,Inactive
2201,15406.0,89,2,465.15999999999997,2,3,2,23,Need Attention
2202,15409.0,357,1,131.25,1,1,1,11,Inactive
2203,15410.0,204,2,1234.88,1,3,4,13,At Risk
2204,15413.0,327,5,6798.72,1,4,5,14,At Risk
2205,15416.0,114,3,588.5,2,3,3,23,Need Attention
2206,15418.0,61,2,452.32,3,3,2,33,Need Attention
2207,15420.0,70,6,743.0,3,5,3,35,Loyal Customers
2208,15421.0,21,6,2854.98,4,5,5,45,Loyal Customers
2209,15422.0,15,5,1522.27,5,4,4,54,Most Valuable Customers
2210,15423.0,217,2,223.39,1,3,1,13,At Risk
2211,15424.0,99,1,214.44,2,1,1,21,Need Attention
2212,15425.0,36,4,1944.57,4,4,4,44,Loyal Customers
2213,15426.0,5,5,1168.0,5,4,4,54,Most Valuable Customers
2214,15428.0,23,3,668.97,4,3,3,43,Potential Loyal Customers
2215,15430.0,103,2,954.75,2,3,3,23,Need Attention
2216,15431.0,138,1,153.24,2,1,1,21,Need Attention
2217,15432.0,177,1,149.57,1,1,1,11,Inactive
2218,15434.0,10,6,1525.5800000000002,5,5,4,55,Most Valuable Customers
2219,15437.0,276,1,193.29000000000002,1,1,1,11,Inactive
2220,15439.0,40,4,1269.05,3,4,4,34,Loyal Customers
2221,15441.0,32,3,1254.21,4,3,4,43,Potential Loyal Customers
2222,15443.0,110,7,1939.02,2,5,4,25,At Risk
2223,15445.0,226,1,171.0,1,1,1,11,Inactive
2224,15446.0,12,3,406.95,5,3,2,53,Potential Loyal Customers
2225,15447.0,163,4,337.71000000000004,2,4,2,24,At Risk
2226,15448.0,310,1,294.17,1,1,2,11,Inactive
2227,15451.0,70,2,233.21,3,3,1,33,Need Attention
2228,15452.0,26,3,1260.38,4,3,4,43,Potential Loyal Customers
2229,15454.0,254,1,128.59,1,1,1,11,Inactive
2230,15455.0,233,1,38.25,1,1,1,11,Inactive
2231,15456.0,39,7,1672.05,3,5,4,35,Loyal Customers
2232,15458.0,38,1,208.79999999999998,3,1,1,31,Need Attention
2233,15459.0,53,2,202.82999999999998,3,3,1,33,Need Attention
2234,15461.0,96,2,429.7,2,3,2,23,Need Attention
2235,15462.0,81,1,502.45,2,1,2,21,Need Attention
2236,15465.0,5,15,5301.03,5,5,5,55,Most Valuable Customers
2237,15466.0,25,3,1236.48,4,3,4,43,Potential Loyal Customers
2238,15468.0,28,1,962.97,4,1,3,41,Promising Customers
2239,15469.0,74,1,335.7,2,1,2,21,Need Attention
2240,15470.0,211,1,63.419999999999995,1,1,1,11,Inactive
2241,15471.0,16,2,847.0799999999999,4,3,3,43,Potential Loyal Customers
2242,15473.0,80,1,274.8,2,1,2,21,Need Attention
2243,15474.0,231,1,163.1,1,1,1,11,Inactive
2244,15476.0,16,4,2209.98,4,4,5,44,Loyal Customers
2245,15477.0,285,1,368.4,1,1,2,11,Inactive
2246,15478.0,211,1,583.56,1,1,3,11,Inactive
2247,15479.0,369,1,147.4,1,1,1,11,Inactive
2248,15480.0,101,4,5373.5,2,4,5,24,At Risk
2249,15481.0,37,1,1993.34,3,1,4,31,Need Attention
2250,15482.0,22,7,3537.6,4,5,5,45,Loyal Customers
2251,15483.0,21,6,628.39,4,5,3,45,Loyal Customers
2252,15484.0,176,2,1061.69,2,3,4,23,Need Attention
2253,15485.0,9,5,3196.51,5,4,5,54,Most Valuable Customers
2254,15486.0,163,1,102.0,2,1,1,21,Need Attention
2255,15487.0,315,1,231.32,1,1,1,11,Inactive
2256,15488.0,92,4,340.6,2,4,2,24,At Risk
2257,15489.0,36,5,1285.3300000000002,4,4,4,44,Loyal Customers
2258,15490.0,66,1,217.6,3,1,1,31,Need Attention
2259,15493.0,25,4,2313.18,4,4,5,44,Loyal Customers
2260,15494.0,114,3,2480.82,2,3,5,23,Need Attention
2261,15495.0,15,1,246.5,5,1,1,51,New Customers
2262,15496.0,267,1,146.14000000000001,1,1,1,11,Inactive
2263,15497.0,18,7,7395.19,4,5,5,45,Loyal Customers
2264,15498.0,2,19,12723.18,5,5,5,55,Most Valuable Customers
2265,15499.0,359,1,161.6,1,1,1,11,Inactive
2266,15501.0,40,2,402.5,3,3,2,33,Need Attention
2267,15502.0,4,5,3608.54,5,4,5,54,Most Valuable Customers
2268,15503.0,362,1,120.06,1,1,1,11,Inactive
2269,15504.0,156,3,371.02,2,3,2,23,Need Attention
2270,15506.0,17,3,1060.77,4,3,4,43,Potential Loyal Customers
2271,15509.0,16,1,166.51,4,1,1,41,Promising Customers
2272,15512.0,26,2,210.58,4,3,1,43,Potential Loyal Customers
2273,15513.0,1,18,12992.33,5,5,5,55,Most Valuable Customers
2274,15514.0,15,7,2459.09,5,5,5,55,Most Valuable Customers
2275,15515.0,23,1,171.81,4,1,1,41,Promising Customers
2276,15518.0,15,7,2276.4900000000002,5,5,5,55,Most Valuable Customers
2277,15519.0,19,2,344.61,4,3,2,43,Potential Loyal Customers
2278,15521.0,36,8,4106.49,4,5,5,45,Loyal Customers
2279,15523.0,24,15,16947.98,4,5,5,45,Loyal Customers
2280,15524.0,242,1,151.4,1,1,1,11,Inactive
2281,15525.0,9,2,469.78,5,3,2,53,Potential Loyal Customers
2282,15527.0,30,15,3145.86,4,5,5,45,Loyal Customers
2283,15529.0,2,2,1116.72,5,3,4,53,Potential Loyal Customers
2284,15530.0,148,1,311.37,2,1,2,21,Need Attention
2285,15532.0,12,6,2190.9700000000003,5,5,5,55,Most Valuable Customers
2286,15534.0,361,1,162.25,1,1,1,11,Inactive
2287,15535.0,40,2,551.42,3,3,3,33,Need Attention
2288,15536.0,45,1,259.09,3,1,2,31,Need Attention
2289,15538.0,173,6,3358.3999999999996,2,5,5,25,At Risk
2290,15540.0,11,1,247.38,5,1,1,51,New Customers
2291,15542.0,148,3,918.45,2,3,3,23,Need Attention
2292,15543.0,95,1,114.98,2,1,1,21,Need Attention
2293,15544.0,8,12,4615.72,5,5,5,55,Most Valuable Customers
2294,15545.0,7,1,135.32999999999998,5,1,1,51,New Customers
2295,15546.0,242,2,1079.1000000000001,1,3,4,13,At Risk
2296,15547.0,12,12,5199.55,5,5,5,55,Most Valuable Customers
2297,15548.0,231,1,158.09,1,1,1,11,Inactive
2298,15549.0,57,5,652.7,3,4,3,34,Loyal Customers
2299,15550.0,14,8,1643.17,5,5,4,55,Most Valuable Customers
2300,15551.0,30,6,1274.02,4,5,4,45,Loyal Customers
2301,15552.0,259,1,162.4,1,1,1,11,Inactive
2302,15555.0,1,22,7307.18,5,5,5,55,Most Valuable Customers
2303,15558.0,275,1,214.13,1,1,1,11,Inactive
2304,15559.0,204,1,1109.4,1,1,4,11,Inactive
2305,15560.0,33,2,153.52,4,3,1,43,Potential Loyal Customers
2306,15561.0,19,4,1133.8,4,4,4,44,Loyal Customers
2307,15562.0,60,2,538.83,3,3,3,33,Need Attention
2308,15563.0,150,3,1466.56,2,3,4,23,Need Attention
2309,15564.0,99,2,70.74000000000001,2,3,1,23,Need Attention
2310,15566.0,28,2,227.87,4,3,1,43,Potential Loyal Customers
2311,15569.0,26,5,2210.64,4,4,5,44,Loyal Customers
2312,15570.0,5,14,5145.52,5,5,5,55,Most Valuable Customers
2313,15571.0,22,10,3401.2,4,5,5,45,Loyal Customers
2314,15572.0,16,3,1515.81,4,3,4,43,Potential Loyal Customers
2315,15573.0,254,3,599.73,1,3,3,13,At Risk
2316,15574.0,8,3,816.4499999999999,5,3,3,53,Potential Loyal Customers
2317,15575.0,255,1,30.1,1,1,1,11,Inactive
2318,15577.0,359,2,139.1,1,3,1,13,At Risk
2319,15579.0,19,3,953.9,4,3,3,43,Potential Loyal Customers
2320,15580.0,12,8,1381.19,5,5,4,55,Most Valuable Customers
2321,15581.0,2,26,4114.62,5,5,5,55,Most Valuable Customers
2322,15583.0,12,1,107.86,5,1,1,51,New Customers
2323,15584.0,35,2,552.39,4,3,3,43,Potential Loyal Customers
2324,15586.0,228,3,1139.1,1,3,4,13,At Risk
2325,15587.0,28,3,608.4000000000001,4,3,3,43,Potential Loyal Customers
2326,15588.0,313,1,579.6,1,1,3,11,Inactive
2327,15590.0,18,5,1496.6,4,4,4,44,Loyal Customers
2328,15591.0,218,3,217.9,1,3,1,13,At Risk
2329,15595.0,123,1,357.6,2,1,2,21,Need Attention
2330,15596.0,1,5,1723.45,5,4,4,54,Most Valuable Customers
2331,15597.0,211,1,238.8,1,1,1,11,Inactive
2332,15598.0,63,1,307.34,3,1,2,31,Need Attention
2333,15599.0,81,1,488.32,2,1,2,21,Need Attention
2334,15600.0,64,4,1199.31,3,4,4,34,Loyal Customers
2335,15601.0,8,17,8183.56,5,5,5,55,Most Valuable Customers
2336,15602.0,4,8,1932.64,5,5,4,55,Most Valuable Customers
2337,15603.0,284,1,40.0,1,1,1,11,Inactive
2338,15605.0,9,5,738.57,5,4,3,54,Most Valuable Customers
2339,15606.0,26,8,2310.83,4,5,5,45,Loyal Customers
2340,15607.0,179,8,1604.21,1,5,4,15,At Risk
2341,15608.0,51,1,692.3,3,1,3,31,Need Attention
2342,15611.0,19,13,1405.83,4,5,4,45,Loyal Customers
2343,15613.0,246,1,433.71999999999997,1,1,2,11,Inactive
2344,15614.0,73,4,3147.36,2,4,5,24,At Risk
2345,15615.0,26,24,10974.23,4,5,5,45,Loyal Customers
2346,15616.0,74,1,317.11,2,1,2,21,Need Attention
2347,15617.0,32,3,828.5500000000001,4,3,3,43,Potential Loyal Customers
2348,15620.0,45,1,389.18,3,1,2,31,Need Attention
2349,15622.0,63,8,4143.05,3,5,5,35,Loyal Customers
2350,15623.0,29,7,2136.02,4,5,4,45,Loyal Customers
2351,15625.0,12,5,1702.1399999999999,5,4,4,54,Most Valuable Customers
2352,15626.0,57,1,391.72,3,1,2,31,Need Attention
2353,15627.0,93,2,566.9,2,3,3,23,Need Attention
2354,15628.0,2,9,2782.02,5,5,5,55,Most Valuable Customers
2355,15629.0,86,4,2240.9,2,4,5,24,At Risk
2356,15630.0,280,1,295.05,1,1,2,11,Inactive
2357,15631.0,278,1,596.67,1,1,3,11,Inactive
2358,15633.0,145,13,4352.46,2,5,5,25,At Risk
2359,15634.0,19,1,311.1,4,1,2,41,Promising Customers
2360,15635.0,31,1,100.35,4,1,1,41,Promising Customers
2361,15636.0,73,2,719.82,2,3,3,23,Need Attention
2362,15637.0,49,4,574.23,3,4,3,34,Loyal Customers
2363,15638.0,14,6,2265.2,5,5,5,55,Most Valuable Customers
2364,15639.0,87,2,639.76,2,3,3,23,Need Attention
2365,15640.0,8,15,11441.92,5,5,5,55,Most Valuable Customers
2366,15641.0,32,8,3458.35,4,5,5,45,Loyal Customers
2367,15642.0,365,1,105.78000000000002,1,1,1,11,Inactive
2368,15645.0,50,2,443.16,3,3,2,33,Need Attention
2369,15646.0,8,3,526.97,5,3,3,53,Potential Loyal Customers
2370,15647.0,51,1,169.0,3,1,1,31,Need Attention
2371,15649.0,3,3,1354.35,5,3,4,53,Potential Loyal Customers
2372,15650.0,157,2,553.88,2,3,3,23,Need Attention
2373,15651.0,56,2,612.76,3,3,3,33,Need Attention
2374,15652.0,23,4,1082.6,4,4,4,44,Loyal Customers
2375,15658.0,8,4,1399.3700000000001,5,4,4,54,Most Valuable Customers
2376,15659.0,22,2,226.04,4,3,1,43,Potential Loyal Customers
2377,15660.0,1,7,1212.13,5,5,4,55,Most Valuable Customers
2378,15661.0,15,6,906.15,5,5,3,55,Most Valuable Customers
2379,15662.0,297,2,283.73,1,3,2,13,At Risk
2380,15664.0,85,3,867.6,2,3,3,23,Need Attention
2381,15665.0,47,3,1773.11,3,3,4,33,Need Attention
2382,15666.0,108,2,632.9399999999999,2,3,3,23,Need Attention
2383,15670.0,192,1,152.15,1,1,1,11,Inactive
2384,15672.0,361,1,45.300000000000004,1,1,1,11,Inactive
2385,15673.0,87,5,3533.77,2,4,5,24,At Risk
2386,15674.0,53,8,4501.63,3,5,5,35,Loyal Customers
2387,15675.0,40,1,218.35,3,1,1,31,Need Attention
2388,15677.0,57,2,648.4,3,3,3,33,Need Attention
2389,15678.0,31,2,1541.19,4,3,4,43,Potential Loyal Customers
2390,15680.0,2,8,3173.9,5,5,5,55,Most Valuable Customers
2391,15681.0,15,9,1563.54,5,5,4,55,Most Valuable Customers
2392,15682.0,235,2,318.24,1,3,2,13,At Risk
2393,15683.0,109,1,330.79,2,1,2,21,Need Attention
2394,15684.0,183,3,173.95,1,3,1,13,At Risk
2395,15685.0,86,1,55.980000000000004,2,1,1,21,Need Attention
2396,15686.0,56,1,90.0,3,1,1,31,Need Attention
2397,15688.0,54,1,190.57,3,1,1,31,Need Attention
2398,15689.0,253,1,266.93,1,1,2,11,Inactive
2399,15691.0,30,3,434.5,4,3,2,43,Potential Loyal Customers
2400,15693.0,295,1,37.5,1,1,1,11,Inactive
2401,15694.0,1,12,4331.41,5,5,5,55,Most Valuable Customers
2402,15695.0,233,2,721.06,1,3,3,13,At Risk
2403,15696.0,59,5,1170.1100000000001,3,4,4,34,Loyal Customers
2404,15697.0,325,1,246.75,1,1,1,11,Inactive
2405,15698.0,260,1,46.2,1,1,1,11,Inactive
2406,15702.0,112,2,140.39000000000001,2,3,1,23,Need Attention
2407,15704.0,138,2,1524.3400000000001,2,3,4,23,Need Attention
2408,15708.0,5,3,1014.48,5,3,4,53,Potential Loyal Customers
2409,15709.0,225,1,194.6,1,1,1,11,Inactive
2410,15710.0,53,1,898.87,3,1,3,31,Need Attention
2411,15711.0,192,2,420.25,1,3,2,13,At Risk
2412,15712.0,15,7,2400.05,5,5,5,55,Most Valuable Customers
2413,15713.0,2,3,654.09,5,3,3,53,Potential Loyal Customers
2414,15714.0,89,3,453.93,2,3,2,23,Need Attention
2415,15715.0,191,5,658.02,1,4,3,14,At Risk
2416,15716.0,5,8,1938.0,5,5,4,55,Most Valuable Customers
2417,15717.0,57,4,456.70000000000005,3,4,2,34,Loyal Customers
2418,15718.0,176,1,293.79,2,1,2,21,Need Attention
2419,15719.0,17,18,5177.45,4,5,5,45,Loyal Customers
2420,15720.0,186,1,143.19,1,1,1,11,Inactive
2421,15722.0,81,6,3035.54,2,5,5,25,At Risk
2422,15723.0,47,3,744.55,3,3,3,33,Need Attention
2423,15724.0,36,1,92.6,4,1,1,41,Promising Customers
2424,15726.0,26,1,321.91,4,1,2,41,Promising Customers
2425,15727.0,23,8,4266.55,4,5,5,45,Loyal Customers
2426,15728.0,15,2,544.6,5,3,3,53,Potential Loyal Customers
2427,15729.0,36,2,107.55000000000001,4,3,1,43,Potential Loyal Customers
2428,15730.0,17,2,605.7,4,3,3,43,Potential Loyal Customers
2429,15731.0,189,1,125.3,1,1,1,11,Inactive
2430,15732.0,8,9,1387.95,5,5,4,55,Most Valuable Customers
2431,15734.0,72,2,923.85,2,3,3,23,Need Attention
2432,15735.0,57,1,327.68,3,1,2,31,Need Attention
2433,15736.0,71,2,1815.72,3,3,4,33,Need Attention
2434,15738.0,8,26,8560.550000000001,5,5,5,55,Most Valuable Customers
2435,15741.0,94,2,208.62,2,3,1,23,Need Attention
2436,15742.0,255,1,156.87,1,1,1,11,Inactive
2437,15747.0,11,6,1588.57,5,5,4,55,Most Valuable Customers
2438,15748.0,85,2,465.45000000000005,2,3,2,23,Need Attention
2439,15750.0,2,12,4331.711,5,5,5,55,Most Valuable Customers
2440,15751.0,96,11,1380.44,2,5,4,25,At Risk
2441,15752.0,8,3,1570.16,5,3,4,53,Potential Loyal Customers
2442,15754.0,129,6,2579.04,2,5,5,25,At Risk
2443,15755.0,15,11,3628.87,5,5,5,55,Most Valuable Customers
2444,15757.0,22,4,2225.94,4,4,5,44,Loyal Customers
2445,15759.0,147,4,577.8900000000001,2,4,3,24,At Risk
2446,15760.0,266,2,13916.34,1,3,5,13,At Risk
2447,15761.0,78,1,143.05,2,1,1,21,Need Attention
2448,15764.0,70,2,1223.1100000000001,3,3,4,33,Need Attention
2449,15765.0,302,1,370.63,1,1,2,11,Inactive
2450,15766.0,92,2,516.0,2,3,3,23,Need Attention
2451,15768.0,112,31,14979.26,2,5,5,25,At Risk
2452,15769.0,7,21,32451.6,5,5,5,55,Most Valuable Customers
2453,15770.0,248,1,321.45,1,1,2,11,Inactive
2454,15771.0,240,3,1006.54,1,3,4,13,At Risk
2455,15772.0,54,1,280.88,3,1,2,31,Need Attention
2456,15773.0,45,1,138.84,3,1,1,31,Need Attention
2457,15774.0,54,5,1059.14,3,4,4,34,Loyal Customers
2458,15775.0,267,1,45.6,1,1,1,11,Inactive
2459,15777.0,32,3,715.5,4,3,3,43,Potential Loyal Customers
2460,15778.0,67,1,307.95,3,1,2,31,Need Attention
2461,15779.0,99,2,124.08000000000001,2,3,1,23,Need Attention
2462,15782.0,66,1,1399.36,3,1,4,31,Need Attention
2463,15784.0,103,2,848.3299999999999,2,3,3,23,Need Attention
2464,15785.0,15,11,3640.96,5,5,5,55,Most Valuable Customers
2465,15786.0,53,2,3582.62,3,3,5,33,Need Attention
2466,15788.0,144,1,221.82999999999998,2,1,1,21,Need Attention
2467,15789.0,67,5,1610.71,3,4,4,34,Loyal Customers
2468,15791.0,165,3,1995.65,2,3,4,23,Need Attention
2469,15792.0,35,2,933.84,4,3,3,43,Potential Loyal Customers
2470,15793.0,14,5,1433.96,5,4,4,54,Most Valuable Customers
2471,15794.0,372,2,777.0,1,3,3,13,At Risk
2472,15795.0,66,7,1369.8600000000001,3,5,4,35,Loyal Customers
2473,15796.0,10,9,2464.27,5,5,5,55,Most Valuable Customers
2474,15797.0,217,2,613.6800000000001,1,3,3,13,At Risk
2475,15798.0,128,3,1535.37,2,3,4,23,Need Attention
2476,15799.0,54,1,540.15,3,1,3,31,Need Attention
2477,15800.0,89,5,543.5,2,4,3,24,At Risk
2478,15803.0,81,3,1513.84,2,3,4,23,Need Attention
2479,15805.0,21,13,4660.75,4,5,5,45,Loyal Customers
2480,15807.0,44,2,913.62,3,3,3,33,Need Attention
2481,15808.0,5,18,14674.960000000001,5,5,5,55,Most Valuable Customers
2482,15809.0,95,2,758.67,2,3,3,23,Need Attention
2483,15810.0,22,4,1607.06,4,4,4,44,Loyal Customers
2484,15811.0,1,2,1671.9,5,3,4,53,Potential Loyal Customers
2485,15812.0,71,7,3400.33,3,5,5,35,Loyal Customers
2486,15814.0,29,2,689.11,4,3,3,43,Potential Loyal Customers
2487,15816.0,178,2,144.14999999999998,1,3,1,13,At Risk
2488,15817.0,56,3,2766.4,3,3,5,33,Need Attention
2489,15818.0,224,1,340.5,1,1,2,11,Inactive
2490,15819.0,67,6,2029.34,3,5,4,35,Loyal Customers
2491,15822.0,129,4,954.59,2,4,3,24,At Risk
2492,15823.0,8,3,3882.17,5,3,5,53,Potential Loyal Customers
2493,15824.0,89,2,890.94,2,3,3,23,Need Attention
2494,15826.0,204,1,943.97,1,1,3,11,Inactive
2495,15827.0,8,16,1957.98,5,5,4,55,Most Valuable Customers
2496,15828.0,11,1,1108.82,5,1,4,51,New Customers
2497,15833.0,373,1,80.4,1,1,1,11,Inactive
2498,15834.0,12,3,1539.24,5,3,4,53,Potential Loyal Customers
2499,15837.0,121,1,385.03000000000003,2,1,2,21,Need Attention
2500,15838.0,3,16,40519.92,5,5,5,55,Most Valuable Customers
2501,15841.0,22,5,1518.35,4,4,4,44,Loyal Customers
2502,15842.0,29,2,548.8,4,3,3,43,Potential Loyal Customers
